,id,trigger number,was followed,delay,e,n_date,n_hour,n_day,f_date,f_hour,f_day,group,send_time,viewed_time,age,gender,qual
1565,53,12,0.0,0,1,2014-10-18,10,Sat,1970-01-01,0,Thu,Intelligent,10:04:57,0,13.0,Male,A levels or similar
1566,53,13,0.0,0,1,2014-10-20,10,Mon,1970-01-01,0,Thu,Intelligent,10:09:57,0,13.0,Male,A levels or similar
1567,53,14,0.0,0,1,2014-10-22,10,Wed,1970-01-01,0,Thu,Intelligent,10:29:50,0,13.0,Male,A levels or similar
1568,53,15,0.0,0,1,2014-10-24,10,Fri,1970-01-01,0,Thu,Intelligent,10:58:54,0,13.0,Male,A levels or similar
1569,53,16,0.0,0,1,2014-10-26,12,Sun,1970-01-01,0,Thu,Intelligent,12:05:26,0,13.0,Male,A levels or similar
1570,53,17,0.0,0,1,2014-10-28,13,Tue,1970-01-01,0,Thu,Intelligent,13:10:44,0,13.0,Male,A levels or similar
1571,test2,1,0.0,0,1,2014-08-27,20,Wed,1970-01-01,0,Thu,0,20:49:12,0,92.0,Male,Postgraduate degree
1572,test2,1,0.0,0,1,2014-03-09,14,Sun,1970-01-01,0,Thu,0,14:21:51,0,92.0,Male,Postgraduate degree
1573,test2,2,1.0,59924,1,2014-08-31,20,Sun,2014-01-09,13,Thu,0,20:57:57,13:36:00,92.0,Male,Postgraduate degree
1574,test2,2,0.0,0,1,2014-04-09,14,Wed,1970-01-01,0,Thu,0,14:10:02,0,92.0,Male,Postgraduate degree
1575,test2,3,0.0,0,1,2014-09-25,11,Thu,1970-01-01,0,Thu,0,11:19:04,0,92.0,Male,Postgraduate degree
1576,test2,4,0.0,0,1,2014-09-28,13,Sun,1970-01-01,0,Thu,0,13:52:40,0,92.0,Male,Postgraduate degree
1577,test2,5,0.0,0,1,2014-09-30,20,Tue,1970-01-01,0,Thu,0,20:32:34,0,92.0,Male,Postgraduate degree
1578,test2,6,1.0,4144,1,2014-04-10,13,Thu,2014-04-10,14,Thu,0,13:24:08,14:33:00,92.0,Male,Postgraduate degree
1579,test2,7,0.0,0,1,2014-06-10,17,Tue,1970-01-01,0,Thu,0,17:55:58,0,92.0,Male,Postgraduate degree
1580,test2,8,0.0,0,1,2014-09-10,12,Wed,1970-01-01,0,Thu,0,12:06:39,0,92.0,Male,Postgraduate degree
1581,test2,9,1.0,229,1,2014-11-10,17,Mon,2014-11-10,17,Mon,0,17:38:53,17:42:00,92.0,Male,Postgraduate degree
1582,test2,10,0.0,0,1,2014-12-10,10,Wed,1970-01-01,0,Thu,0,10:05:59,0,92.0,Male,Postgraduate degree
1583,test2,11,1.0,174790,1,2014-12-10,18,Wed,2014-10-14,19,Tue,0,18:30:02,19:03:00,92.0,Male,Postgraduate degree
1584,test2,12,0.0,0,1,2014-10-14,20,Tue,1970-01-01,0,Thu,0,20:12:19,0,92.0,Male,Postgraduate degree
1585,test2,13,0.0,0,1,2014-10-16,20,Thu,1970-01-01,0,Thu,0,20:51:37,0,92.0,Male,Postgraduate degree
1586,test2,14,0.0,0,1,2014-10-18,15,Sat,1970-01-01,0,Thu,0,15:12:52,0,92.0,Male,Postgraduate degree
1587,test2,15,1.0,63075,1,2014-10-18,19,Sat,2014-10-19,12,Sun,0,19:24:54,12:56:00,92.0,Male,Postgraduate degree
1588,test2,16,0.0,0,1,2014-10-19,16,Sun,1970-01-01,0,Thu,0,16:25:01,0,92.0,Male,Postgraduate degree
1589,test2,17,0.0,0,1,2014-10-19,21,Sun,1970-01-01,0,Thu,0,21:19:03,0,92.0,Male,Postgraduate degree
1590,test2,18,0.0,0,1,2014-10-21,21,Tue,1970-01-01,0,Thu,0,21:36:24,0,92.0,Male,Postgraduate degree
1591,test2,19,0.0,0,1,2014-10-24,12,Fri,1970-01-01,0,Thu,0,12:57:47,0,92.0,Male,Postgraduate degree
1592,test2,20,0.0,0,1,2014-10-25,17,Sat,1970-01-01,0,Thu,0,17:18:58,0,92.0,Male,Postgraduate degree
1593,test2,21,0.0,0,1,2014-10-26,17,Sun,1970-01-01,0,Thu,0,17:52:07,0,92.0,Male,Postgraduate degree
1594,test2,22,0.0,0,1,2014-10-28,19,Tue,1970-01-01,0,Thu,0,19:34:25,0,92.0,Male,Postgraduate degree
1595,test2,23,0.0,0,1,2014-10-30,21,Thu,1970-01-01,0,Thu,0,21:58:43,0,92.0,Male,Postgraduate degree
1596,test2,24,0.0,0,1,2014-10-31,17,Fri,1970-01-01,0,Thu,0,17:12:36,0,92.0,Male,Postgraduate degree
1597,test2,25,0.0,0,1,2014-01-11,10,Sat,1970-01-01,0,Thu,0,10:59:13,0,92.0,Male,Postgraduate degree
1598,test2,26,0.0,0,1,2014-01-11,15,Sat,1970-01-01,0,Thu,0,15:32:16,0,92.0,Male,Postgraduate degree
1599,test2,27,0.0,0,1,2014-02-11,17,Tue,1970-01-01,0,Thu,0,17:06:38,0,92.0,Male,Postgraduate degree
1600,test2,28,0.0,0,1,2014-02-11,22,Tue,1970-01-01,0,Thu,0,22:00:40,0,92.0,Male,Postgraduate degree
1601,test2,29,0.0,0,1,2014-05-11,17,Sun,1970-01-01,0,Thu,0,17:13:12,0,92.0,Male,Postgraduate degree
1602,test2,30,0.0,0,1,2014-09-11,21,Thu,1970-01-01,0,Thu,0,21:23:10,0,92.0,Male,Postgraduate degree
1603,test2,31,0.0,0,1,2014-10-11,17,Sat,1970-01-01,0,Thu,0,17:05:28,0,92.0,Male,Postgraduate degree
1604,test2,32,0.0,0,1,2014-12-11,19,Thu,1970-01-01,0,Thu,0,19:50:53,0,92.0,Male,Postgraduate degree
1605,test2,33,0.0,0,1,2014-11-14,21,Fri,1970-01-01,0,Thu,0,21:12:16,0,92.0,Male,Postgraduate degree
1606,test2,34,0.0,0,1,2014-11-15,17,Sat,1970-01-01,0,Thu,0,17:09:26,0,92.0,Male,Postgraduate degree
1607,test2,35,0.0,0,1,2014-11-16,17,Sun,1970-01-01,0,Thu,0,17:18:37,0,92.0,Male,Postgraduate degree
1608,test2,36,0.0,0,1,2014-11-18,18,Tue,1970-01-01,0,Thu,0,18:08:41,0,92.0,Male,Postgraduate degree
1609,test2,37,0.0,0,1,2014-11-20,19,Thu,1970-01-01,0,Thu,0,19:09:13,0,92.0,Male,Postgraduate degree
1610,test2,38,0.0,0,1,2014-11-22,17,Sat,1970-01-01,0,Thu,0,17:00:44,0,92.0,Male,Postgraduate degree
1611,test2,39,0.0,0,1,2014-11-23,17,Sun,1970-01-01,0,Thu,0,17:09:59,0,92.0,Male,Postgraduate degree
1612,test2,40,0.0,0,1,2014-11-25,17,Tue,1970-01-01,0,Thu,0,17:49:30,0,92.0,Male,Postgraduate degree
1613,test2,41,1.0,7101,1,2014-11-27,21,Thu,2014-11-27,23,Thu,0,21:58:59,23:57:00,92.0,Male,Postgraduate degree
1614,test2,42,0.0,0,1,2014-11-30,12,Sun,1970-01-01,0,Thu,0,12:16:26,0,92.0,Male,Postgraduate degree
1615,test2,43,0.0,0,1,2014-11-30,17,Sun,1970-01-01,0,Thu,0,17:10:29,0,92.0,Male,Postgraduate degree
1616,test2,44,0.0,0,1,2014-02-12,21,Wed,1970-01-01,0,Thu,0,21:19:57,0,92.0,Male,Postgraduate degree
1617,test2,45,0.0,0,1,2014-04-12,21,Sat,1970-01-01,0,Thu,0,21:38:22,0,92.0,Male,Postgraduate degree
1618,test2,46,0.0,0,1,2014-06-12,17,Thu,1970-01-01,0,Thu,0,17:01:08,0,92.0,Male,Postgraduate degree
1619,test2,47,0.0,0,1,2014-07-12,17,Sat,1970-01-01,0,Thu,0,17:10:21,0,92.0,Male,Postgraduate degree
1620,test2,48,0.0,0,1,2014-09-12,19,Fri,1970-01-01,0,Thu,0,19:14:47,0,92.0,Male,Postgraduate degree
1621,test2,49,0.0,0,1,2014-12-12,15,Fri,1970-01-01,0,Thu,0,15:11:30,0,92.0,Male,Postgraduate degree
1622,test2,50,0.0,0,1,2014-12-14,21,Sun,1970-01-01,0,Thu,0,21:47:59,0,92.0,Male,Postgraduate degree
1623,test2,51,0.0,0,1,2014-12-18,10,Thu,1970-01-01,0,Thu,0,10:19:28,0,92.0,Male,Postgraduate degree
1624,test2,52,0.0,0,1,2014-12-20,12,Sat,1970-01-01,0,Thu,0,12:30:07,0,92.0,Male,Postgraduate degree
1625,test2,53,0.0,0,1,2014-12-20,17,Sat,1970-01-01,0,Thu,0,17:03:10,0,92.0,Male,Postgraduate degree
1626,test2,54,0.0,0,1,2014-12-22,18,Mon,1970-01-01,0,Thu,0,18:03:37,0,92.0,Male,Postgraduate degree
1627,test2,55,0.0,0,1,2014-12-25,10,Thu,1970-01-01,0,Thu,0,10:07:12,0,92.0,Male,Postgraduate degree
1628,test2,56,0.0,0,1,2014-12-27,10,Sat,1970-01-01,0,Thu,0,10:46:38,0,92.0,Male,Postgraduate degree
1629,test2,57,0.0,0,1,2014-12-29,11,Mon,1970-01-01,0,Thu,0,11:46:02,0,92.0,Male,Postgraduate degree
1630,test2,58,0.0,0,1,2014-12-31,19,Wed,1970-01-01,0,Thu,0,19:47:20,0,92.0,Male,Postgraduate degree
1631,test2,59,0.0,0,1,2015-04-01,10,Wed,1970-01-01,0,Thu,0,10:15:07,0,92.0,Male,Postgraduate degree
1632,test2,60,0.0,0,1,2015-04-01,17,Wed,1970-01-01,0,Thu,0,17:36:11,0,92.0,Male,Postgraduate degree
1633,test2,61,0.0,0,1,2015-06-01,21,Mon,1970-01-01,0,Thu,0,21:03:38,0,92.0,Male,Postgraduate degree
1634,test2,62,0.0,0,1,2015-08-01,21,Sat,1970-01-01,0,Thu,0,21:32:40,0,92.0,Male,Postgraduate degree
1635,test2,63,0.0,0,1,2015-11-01,11,Sun,1970-01-01,0,Thu,0,11:09:13,0,92.0,Male,Postgraduate degree
1636,test2,64,0.0,0,1,2015-01-13,14,Tue,1970-01-01,0,Thu,0,14:36:41,0,92.0,Male,Postgraduate degree
1637,test2,65,0.0,0,1,2015-01-15,15,Thu,1970-01-01,0,Thu,0,15:16:06,0,92.0,Male,Postgraduate degree
1638,test2,66,0.0,0,1,2015-01-17,15,Sat,1970-01-01,0,Thu,0,15:55:32,0,92.0,Male,Postgraduate degree
1639,test2,67,0.0,0,1,2015-01-20,14,Tue,1970-01-01,0,Thu,0,14:06:09,0,92.0,Male,Postgraduate degree
1640,test2,68,0.0,0,1,2015-01-22,15,Thu,1970-01-01,0,Thu,0,15:06:35,0,92.0,Male,Postgraduate degree
1641,test2,69,0.0,0,1,2015-01-24,16,Sat,1970-01-01,0,Thu,0,16:28:01,0,92.0,Male,Postgraduate degree
1642,test2,70,0.0,0,1,2015-01-26,17,Mon,1970-01-01,0,Thu,0,17:49:28,0,92.0,Male,Postgraduate degree
1643,test2,71,0.0,0,1,2015-01-28,20,Wed,1970-01-01,0,Thu,0,20:55:56,0,92.0,Male,Postgraduate degree
1644,test2,72,0.0,0,1,2015-01-31,10,Sat,1970-01-01,0,Thu,0,10:52:23,0,92.0,Male,Postgraduate degree
1645,54,1,0.0,0,1,2014-09-24,19,Wed,1970-01-01,0,Thu,Daily,19:50:59,0,24.0,Male,A levels or similar
1646,54,2,0.0,0,1,2014-09-25,17,Thu,1970-01-01,0,Thu,Daily,17:31:53,0,24.0,Male,A levels or similar
1647,55,1,0.0,0,1,2014-09-25,13,Thu,1970-01-01,0,Thu,Intelligent,13:16:35,0,24.0,Male,Degree
1648,55,2,0.0,0,1,2014-09-26,11,Fri,1970-01-01,0,Thu,Intelligent,11:25:04,0,24.0,Male,Degree
1649,55,3,0.0,0,1,2014-09-28,15,Sun,1970-01-01,0,Thu,Intelligent,15:46:45,0,24.0,Male,Degree
1650,55,4,0.0,0,1,2014-09-30,16,Tue,1970-01-01,0,Thu,Intelligent,16:42:29,0,24.0,Male,Degree
1651,55,5,0.0,0,1,2014-02-10,18,Mon,1970-01-01,0,Thu,Intelligent,18:45:42,0,24.0,Male,Degree
1652,55,6,0.0,0,1,2014-05-10,15,Sat,1970-01-01,0,Thu,Intelligent,15:57:03,0,24.0,Male,Degree
1653,55,7,0.0,0,1,2014-07-10,19,Thu,1970-01-01,0,Thu,Intelligent,19:45:17,0,24.0,Male,Degree
1654,55,8,0.0,0,1,2014-10-10,11,Fri,1970-01-01,0,Thu,Intelligent,11:59:07,0,24.0,Male,Degree
1655,57,1,1.0,18231,1,2014-09-25,17,Thu,2014-09-25,22,Thu,Daily,17:04:48,22:08:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1656,57,2,0.0,0,1,2014-09-26,10,Fri,1970-01-01,0,Thu,Daily,10:17:01,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1657,57,3,1.0,1334,1,2014-09-27,18,Sat,2014-09-27,18,Sat,Daily,18:17:19,18:39:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1658,57,4,1.0,2422,1,2014-09-28,20,Sun,2014-09-28,21,Sun,Daily,20:40:28,21:20:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1659,57,5,1.0,3402,1,2014-09-29,20,Mon,2014-09-29,20,Mon,Daily,20:00:04,20:56:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1660,57,6,1.0,62545,1,2014-09-30,20,Tue,2014-01-10,14,Fri,Daily,20:51:17,14:13:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1661,57,7,0.0,0,1,2014-01-10,20,Fri,1970-01-01,0,Thu,Daily,20:19:01,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1662,57,8,1.0,1230,1,2014-02-10,19,Mon,2014-02-10,20,Mon,Daily,19:50:11,20:10:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1663,57,9,1.0,53349,1,2014-03-10,20,Mon,2014-04-10,11,Thu,Daily,20:19:04,11:08:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1664,57,10,0.0,0,1,2014-04-10,18,Thu,1970-01-01,0,Thu,Daily,18:44:16,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1665,57,11,0.0,0,1,2014-06-10,20,Tue,1970-01-01,0,Thu,Daily,20:47:35,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1666,57,12,1.0,41567,1,2014-07-10,19,Thu,2014-08-10,7,Sun,Daily,19:33:31,07:06:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1667,57,13,1.0,4350,1,2014-08-10,18,Sun,2014-08-10,19,Sun,Daily,18:46:01,19:58:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1668,57,14,1.0,53537,1,2014-09-10,18,Wed,2014-10-10,9,Fri,Daily,18:08:03,09:00:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1669,57,15,1.0,80174,1,2014-10-10,19,Fri,2014-11-10,18,Mon,Daily,19:52:17,18:08:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1670,57,16,1.0,54201,1,2014-11-10,20,Mon,2014-12-10,11,Wed,Daily,20:29:08,11:32:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1671,57,17,1.0,3638,1,2014-12-10,18,Wed,2014-12-10,19,Wed,Daily,18:01:46,19:02:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1672,57,18,1.0,60031,1,2014-10-13,20,Mon,2014-10-14,13,Tue,Daily,20:20:28,13:00:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1673,57,19,1.0,1249,1,2014-10-14,20,Tue,2014-10-14,21,Tue,Daily,20:44:01,21:04:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1674,57,20,0.0,0,1,2014-10-15,19,Wed,1970-01-01,0,Thu,Daily,19:23:50,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1675,57,21,1.0,14556,1,2014-10-16,19,Thu,2014-10-16,23,Thu,Daily,19:07:01,23:09:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1676,57,22,1.0,63376,1,2014-10-17,19,Fri,2014-10-18,13,Sat,Daily,19:59:41,13:35:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1677,57,23,1.0,3081,1,2014-10-18,19,Sat,2014-10-18,19,Sat,Daily,19:04:46,19:56:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1678,57,24,0.0,0,1,2014-10-19,20,Sun,1970-01-01,0,Thu,Daily,20:56:39,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1679,57,25,1.0,77677,1,2014-10-20,20,Mon,2014-10-21,17,Tue,Daily,20:11:36,17:46:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1680,57,26,1.0,5903,1,2014-10-21,18,Tue,2014-10-21,20,Tue,Daily,18:29:41,20:08:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1681,57,27,1.0,80002,1,2014-10-22,19,Wed,2014-10-23,17,Thu,Daily,19:44:14,17:57:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1682,57,28,1.0,7853,1,2014-10-23,20,Thu,2014-10-23,22,Thu,Daily,20:08:01,22:18:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1683,57,29,1.0,12,1,2014-10-24,18,Fri,2014-10-24,18,Fri,Daily,18:53:04,18:53:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1684,57,30,1.0,14,1,2014-10-25,18,Sat,2014-10-25,18,Sat,Daily,18:40:55,18:41:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1685,57,31,1.0,56436,1,2014-10-26,19,Sun,2014-10-27,11,Mon,Daily,19:47:12,11:27:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1686,57,32,1.0,44083,1,2014-10-27,20,Mon,2014-10-28,9,Tue,Daily,20:46:26,09:01:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1687,57,33,1.0,49334,1,2014-10-28,19,Tue,2014-10-29,9,Wed,Daily,19:49:20,09:31:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1688,57,34,0.0,0,1,2014-10-29,20,Wed,1970-01-01,0,Thu,Daily,20:14:00,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1689,57,35,1.0,48018,1,2014-10-30,20,Thu,2014-10-31,9,Fri,Daily,20:13:03,09:33:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1690,57,36,1.0,514,1,2014-10-31,18,Fri,2014-10-31,18,Fri,Daily,18:48:56,18:57:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1691,57,37,1.0,68890,1,2014-01-11,20,Sat,2014-02-11,15,Tue,Daily,20:21:02,15:29:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1692,57,38,1.0,2489,1,2014-02-11,20,Tue,2014-02-11,21,Tue,Daily,20:58:42,21:40:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1693,57,39,1.0,388,1,2014-03-11,18,Tue,2014-03-11,18,Tue,Daily,18:19:01,18:25:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1694,57,40,1.0,5204,1,2014-04-11,18,Fri,2014-04-11,20,Fri,Daily,18:49:01,20:15:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1695,57,41,1.0,7045,1,2014-05-11,18,Sun,2014-05-11,20,Sun,Daily,18:05:25,20:02:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1696,57,42,1.0,997,1,2014-06-11,18,Wed,2014-06-11,18,Wed,Daily,18:23:00,18:39:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1697,57,43,0.0,0,1,2014-07-11,19,Fri,1970-01-01,0,Thu,Daily,19:13:07,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1698,57,44,0.0,0,1,2014-09-11,19,Thu,1970-01-01,0,Thu,Daily,19:32:03,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1699,57,45,1.0,39399,1,2014-10-11,19,Sat,2014-11-11,6,Tue,Daily,19:24:26,06:21:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1700,57,46,1.0,1351,1,2014-11-11,19,Tue,2014-11-11,19,Tue,Daily,19:35:09,19:57:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1701,57,47,0.0,0,1,2014-11-14,10,Fri,1970-01-01,0,Thu,Daily,10:42:00,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1702,57,48,0.0,0,1,2014-11-15,11,Sat,1970-01-01,0,Thu,Daily,11:07:44,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1703,57,49,0.0,0,1,2014-11-19,18,Wed,1970-01-01,0,Thu,Daily,18:35:15,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1704,57,50,1.0,11403,1,2014-11-20,19,Thu,2014-11-20,23,Thu,Daily,19:51:12,23:01:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1705,57,51,1.0,45718,1,2014-11-21,19,Fri,2014-11-22,8,Sat,Daily,19:37:54,08:19:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1706,57,52,1.0,52916,1,2014-11-22,18,Sat,2014-11-23,9,Sun,Daily,18:18:21,09:00:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1707,57,53,1.0,48082,1,2014-11-23,18,Sun,2014-11-24,7,Mon,Daily,18:22:44,07:44:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1708,57,54,1.0,44319,1,2014-11-24,20,Mon,2014-11-25,9,Tue,Daily,20:45:08,09:03:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1709,57,55,0.0,0,1,2014-11-25,18,Tue,1970-01-01,0,Thu,Daily,18:46:46,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1710,57,56,1.0,7999,1,2014-11-26,18,Wed,2014-11-26,21,Wed,Daily,18:53:15,21:06:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1711,57,57,1.0,59598,1,2014-11-27,20,Thu,2014-11-28,12,Fri,Daily,20:10:05,12:43:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1712,57,58,1.0,56996,1,2014-11-28,19,Fri,2014-11-29,11,Sat,Daily,19:49:32,11:39:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1713,57,59,1.0,614,1,2014-11-29,18,Sat,2014-11-29,18,Sat,Daily,18:38:51,18:49:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1714,57,60,0.0,0,1,2014-01-12,19,Sun,1970-01-01,0,Thu,Daily,19:23:11,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1715,57,61,1.0,86,1,2014-02-12,18,Wed,2014-02-12,18,Wed,Daily,18:05:09,18:06:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1716,57,62,1.0,81122,1,2014-03-12,19,Wed,2014-04-12,17,Sat,Daily,19:14:21,17:46:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1717,57,63,1.0,42654,1,2014-04-12,20,Sat,2014-05-12,8,Mon,Daily,20:54:30,08:45:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1718,57,64,1.0,47985,1,2014-05-12,19,Mon,2014-06-12,9,Thu,Daily,19:58:32,09:18:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1719,57,65,1.0,61430,1,2014-06-12,19,Thu,2014-07-12,12,Sat,Daily,19:36:57,12:40:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1720,57,66,0.0,0,1,2014-07-12,21,Sat,1970-01-01,0,Thu,Daily,21:04:38,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1721,57,67,1.0,41165,1,2014-08-12,20,Tue,2014-09-12,8,Fri,Daily,20:58:12,08:24:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1722,57,68,1.0,4413,1,2014-09-12,20,Fri,2014-09-12,21,Fri,Daily,20:04:03,21:17:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1723,57,69,1.0,19055,1,2014-10-12,19,Sun,2014-11-12,0,Wed,Daily,19:07:44,00:25:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1724,57,70,0.0,0,1,2014-11-12,18,Wed,1970-01-01,0,Thu,Daily,18:15:48,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1725,57,71,0.0,0,1,2014-12-12,18,Fri,1970-01-01,0,Thu,Daily,18:28:00,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1726,57,72,1.0,60953,1,2014-12-13,20,Sat,2014-12-14,13,Sun,Daily,20:29:26,13:25:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1727,57,73,1.0,46883,1,2014-12-14,19,Sun,2014-12-15,8,Mon,Daily,19:25:05,08:26:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1728,57,74,0.0,0,1,2014-12-15,20,Mon,1970-01-01,0,Thu,Daily,20:53:00,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1729,57,75,1.0,3975,1,2014-12-16,20,Tue,2014-12-16,21,Tue,Daily,20:12:22,21:18:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1730,57,76,1.0,79851,1,2014-12-17,20,Wed,2014-12-18,18,Thu,Daily,20:05:01,18:15:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1731,57,77,1.0,680,1,2014-12-18,19,Thu,2014-12-18,19,Thu,Daily,19:05:01,19:16:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1732,57,78,1.0,11,1,2014-12-19,18,Fri,2014-12-19,18,Fri,Daily,18:21:01,18:21:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1733,57,79,1.0,55942,1,2014-12-20,20,Sat,2014-12-21,11,Sun,Daily,20:23:44,11:56:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1734,57,80,1.0,17,1,2014-12-21,19,Sun,2014-12-21,19,Sun,Daily,19:08:52,19:09:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1735,57,81,1.0,4931,1,2014-12-22,20,Mon,2014-12-22,22,Mon,Daily,20:58:16,22:20:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1736,57,82,1.0,1783,1,2014-12-23,19,Tue,2014-12-23,20,Tue,Daily,19:35:06,20:04:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1737,57,83,1.0,2183,1,2014-12-24,19,Wed,2014-12-24,20,Wed,Daily,19:46:48,20:23:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1738,57,84,1.0,2674,1,2014-12-25,18,Thu,2014-12-25,19,Thu,Daily,18:38:57,19:23:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1739,57,85,1.0,2045,1,2014-12-26,18,Fri,2014-12-26,18,Fri,Daily,18:17:07,18:51:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1740,57,86,1.0,52779,1,2014-12-27,20,Sat,2014-12-28,11,Sun,Daily,20:36:02,11:15:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1741,57,87,0.0,0,1,2014-12-28,19,Sun,1970-01-01,0,Thu,Daily,19:19:01,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1742,57,88,1.0,59101,1,2014-12-30,19,Tue,2014-12-31,11,Wed,Daily,19:14:08,11:39:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1743,57,89,0.0,0,1,2014-12-31,18,Wed,1970-01-01,0,Thu,Daily,18:54:04,0,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
1744,57,90,1.0,63634,1,2015-01-01,18,Thu,2015-02-01,12,Sun,Daily,18:45:04,12:25:00,49.0,Male,"Diploma (non degree) e.g. HNC, HND"
