,id,n_date,f_date,group,send_time,viewed_time,phone_status,xyz,loc,ringer_mode,image,personalized,tone_text,app_logs
1412,45,2015-02-13,1970-01-01,Daily,18:43:01,0,1,1,2,1,1,1,0,97.82517326478707
1413,45,2015-02-14,1970-01-01,Daily,18:00:01,0,0,1,2,1,0,0,0,101.30227414485653
1414,45,2015-02-15,1970-01-01,Daily,19:29:19,0,0,2,1,0,1,0,0,100.92932365017187
1415,47,2014-10-20,2014-10-20,Intelligent,18:24:50,19:00:00,1,1,1,1,0,1,0,102.83961361374972
1416,47,2014-10-21,2014-10-21,Intelligent,12:16:35,13:06:00,1,2,1,2,0,0,1,100.21892694400488
1417,47,2014-10-23,2014-10-23,Intelligent,15:58:31,20:06:00,0,2,1,0,1,1,0,99.05386294505652
1418,47,2014-10-25,2014-10-25,Intelligent,16:31:42,16:39:00,1,0,2,2,1,1,2,99.73860560081464
1419,47,2014-10-26,2014-10-26,Intelligent,11:13:22,11:14:00,0,2,1,2,0,0,0,99.7148755687497
1420,47,2014-10-26,2014-10-26,Intelligent,16:33:31,16:40:00,1,2,0,0,1,0,1,99.27998943114927
1421,47,2014-10-26,2014-10-27,Intelligent,22:56:40,00:27:00,0,1,2,1,1,0,0,99.40481194379196
1422,47,2014-10-27,2014-10-27,Intelligent,09:49:53,10:40:00,0,2,1,0,0,0,0,99.7088090063299
1423,47,2014-10-27,2014-10-27,Intelligent,13:56:37,15:35:00,0,1,0,1,1,0,2,99.48979673365113
1424,47,2014-10-28,1970-01-01,Intelligent,11:27:39,0,1,0,2,2,0,1,0,99.54697004380391
1425,47,2014-10-28,2014-10-28,Intelligent,18:02:30,21:48:00,0,2,2,1,1,0,1,100.2265743605956
1426,47,2014-10-29,2014-10-29,Intelligent,11:07:37,11:31:00,0,2,1,1,1,1,2,100.05558950306828
1427,47,2014-10-29,2014-10-29,Intelligent,17:07:51,17:59:00,1,0,1,0,0,1,1,98.87874727985607
1428,47,2014-10-30,1970-01-01,Intelligent,11:57:31,0,1,2,0,2,0,1,0,100.90715066391027
1429,47,2014-10-30,1970-01-01,Intelligent,18:00:58,0,0,0,2,2,0,1,2,101.01015541939877
1430,47,2014-10-31,1970-01-01,Intelligent,12:55:04,0,0,1,1,2,0,0,0,100.09045716914062
1431,47,2014-01-11,1970-01-01,Intelligent,20:32:15,0,0,1,0,1,1,0,1,100.62774423118012
1432,47,2014-02-11,1970-01-01,Intelligent,13:28:09,0,1,2,1,0,0,1,1,100.37505107063853
1433,47,2014-02-11,1970-01-01,Intelligent,19:04:13,0,1,2,1,1,1,1,2,100.27918003101755
1434,47,2014-03-11,1970-01-01,Intelligent,15:43:18,0,1,0,0,1,0,1,2,101.26539957063342
1435,47,2014-04-11,1970-01-01,Intelligent,14:28:25,0,0,0,1,0,1,1,0,100.00925095599052
1436,47,2014-05-11,1970-01-01,Intelligent,15:40:37,0,0,1,2,2,1,1,2,100.55946345695547
1437,47,2014-05-11,1970-01-01,Intelligent,20:13:42,0,0,2,1,2,1,0,2,101.09349307188863
1438,47,2014-06-11,1970-01-01,Intelligent,10:54:39,0,1,0,1,0,0,0,1,101.02714265475775
1439,47,2014-06-11,1970-01-01,Intelligent,16:51:42,0,0,2,1,1,1,1,1,99.35513310593971
1440,47,2014-07-11,1970-01-01,Intelligent,14:54:46,0,1,1,2,1,1,0,2,100.89227547928229
1441,47,2014-07-11,1970-01-01,Intelligent,20:30:47,0,0,2,0,0,1,0,1,99.50252458803695
1442,47,2014-08-11,1970-01-01,Intelligent,11:33:44,0,0,0,2,2,0,1,2,98.78783997169589
1443,47,2014-09-11,1970-01-01,Intelligent,14:30:51,0,1,1,2,2,1,1,2,101.17179869930486
1444,47,2014-10-11,1970-01-01,Intelligent,10:45:20,0,1,0,0,0,1,1,1,99.36377001204937
1445,47,2014-10-11,1970-01-01,Intelligent,16:12:27,0,1,0,1,2,0,1,1,100.62877263665519
1446,47,2014-11-11,2014-11-11,Intelligent,14:19:35,14:21:00,1,2,1,1,1,1,0,100.39832798777627
1447,47,2014-11-11,1970-01-01,Intelligent,18:57:15,0,1,1,0,1,0,0,0,101.04757053723252
1448,47,2014-12-11,2014-12-11,Intelligent,15:36:19,16:19:00,0,0,1,2,1,1,2,99.5092720509057
1449,47,2014-11-13,1970-01-01,Intelligent,16:46:26,0,1,2,0,1,0,1,0,100.85783379694561
1450,47,2014-11-14,2014-11-14,Intelligent,11:09:32,11:09:00,0,2,0,2,1,1,2,99.46021151886823
1451,47,2014-11-14,2014-11-14,Intelligent,15:54:58,16:06:00,0,2,1,1,1,1,2,100.70724461744717
1452,47,2014-11-15,1970-01-01,Intelligent,10:59:46,0,0,0,0,2,0,1,2,102.01904191233648
1453,47,2014-11-16,1970-01-01,Intelligent,17:40:20,0,0,0,1,0,0,0,1,100.94775281096676
1454,47,2014-11-18,1970-01-01,Intelligent,16:24:23,0,1,1,0,2,1,0,0,100.85799193680877
1455,47,2014-11-19,1970-01-01,Intelligent,18:18:27,0,0,0,1,1,1,0,2,100.15597947397931
1456,47,2014-11-20,1970-01-01,Intelligent,11:06:30,0,0,0,1,0,1,0,2,100.60246849008797
1457,47,2014-11-20,1970-01-01,Intelligent,15:15:46,0,0,2,2,0,1,0,1,102.01313308612308
1458,47,2014-11-23,1970-01-01,Intelligent,12:17:03,0,1,2,1,2,0,1,2,98.88951553700356
1459,47,2014-11-26,1970-01-01,Intelligent,10:41:58,0,0,2,0,2,0,1,2,101.88995728841897
1460,47,2014-11-27,1970-01-01,Intelligent,11:51:58,0,0,0,1,0,0,1,0,98.68511623582603
1461,47,2014-11-27,1970-01-01,Intelligent,17:51:10,0,0,1,0,0,0,0,0,98.28206323252468
1462,47,2014-11-28,1970-01-01,Intelligent,12:21:10,0,1,1,1,0,1,0,0,100.72812771684603
1463,47,2014-11-28,1970-01-01,Intelligent,17:57:12,0,0,2,0,1,0,0,2,98.27184483305982
1464,47,2014-11-29,1970-01-01,Intelligent,14:42:30,0,0,1,2,2,1,1,0,99.98337537375978
1465,47,2014-11-29,1970-01-01,Intelligent,18:54:32,0,1,2,0,2,1,1,0,99.26232221612489
1466,47,2014-11-30,1970-01-01,Intelligent,11:42:35,0,1,2,0,2,1,0,2,100.43301484041604
1467,47,2014-11-30,1970-01-01,Intelligent,15:58:59,0,0,1,2,1,1,1,0,100.29047865032129
1468,47,2014-01-12,1970-01-01,Intelligent,16:55:54,0,0,2,1,2,0,0,0,99.65388522116238
1469,47,2014-02-12,1970-01-01,Intelligent,12:59:12,0,0,0,2,1,1,1,0,99.5607815616871
1470,47,2014-03-12,1970-01-01,Intelligent,14:14:37,0,1,2,0,2,0,0,0,101.57193727089903
1471,47,2014-04-12,1970-01-01,Intelligent,11:10:35,0,1,0,2,0,1,1,0,100.41530699384676
1472,47,2014-04-12,1970-01-01,Intelligent,15:56:16,0,0,2,0,1,0,1,2,100.04982494424134
1473,47,2014-05-12,1970-01-01,Intelligent,12:49:11,0,0,2,2,2,1,1,0,100.33456771840689
1474,47,2014-05-12,1970-01-01,Intelligent,18:22:09,0,1,1,2,0,1,0,2,99.76226976776111
1475,47,2014-06-12,1970-01-01,Intelligent,11:31:13,0,0,1,1,0,1,0,2,100.64363583153366
1476,47,2014-07-12,1970-01-01,Intelligent,16:17:07,0,1,2,2,2,0,0,1,101.80784873316898
1477,47,2014-07-12,1970-01-01,Intelligent,21:53:08,0,1,0,0,0,1,0,1,100.11465524508304
1478,47,2014-10-12,1970-01-01,Intelligent,14:05:25,0,0,1,0,2,1,1,0,99.50611568056733
1479,47,2014-11-12,1970-01-01,Intelligent,12:56:56,0,0,1,0,0,1,0,0,100.93048784363903
1480,47,2014-12-12,1970-01-01,Intelligent,13:57:28,0,0,0,2,1,1,1,2,98.7603556602677
1481,47,2014-12-12,1970-01-01,Intelligent,19:28:36,0,0,0,1,1,1,0,0,98.25030123020348
1482,47,2014-12-13,1970-01-01,Intelligent,11:18:34,0,0,0,2,0,1,1,2,100.75368801620178
1483,47,2014-12-13,1970-01-01,Intelligent,20:03:40,0,1,0,1,0,1,1,1,99.32928166491556
1484,47,2014-12-14,1970-01-01,Intelligent,14:57:46,0,1,2,0,0,0,0,0,100.25817840605445
1485,47,2014-12-15,1970-01-01,Intelligent,14:24:51,0,0,1,2,1,1,1,1,96.9983250661523
1486,47,2014-12-15,1970-01-01,Intelligent,19:39:53,0,0,2,0,1,1,0,0,100.37734039819905
1487,47,2014-12-16,1970-01-01,Intelligent,12:18:54,0,1,0,0,0,1,0,0,99.38449488451903
1488,47,2014-12-17,1970-01-01,Intelligent,11:04:35,0,0,1,0,2,0,1,0,99.3505335349549
1489,47,2014-12-18,1970-01-01,Intelligent,11:34:41,0,1,0,0,0,0,0,0,100.99784819586208
1490,47,2014-12-18,1970-01-01,Intelligent,16:14:08,0,0,2,1,1,1,1,1,98.21569579706171
1491,47,2014-12-19,1970-01-01,Intelligent,11:44:17,0,0,1,2,2,0,1,0,99.08200804750112
1492,47,2014-12-20,1970-01-01,Intelligent,14:16:36,0,0,1,1,2,1,1,1,100.86086211551735
1493,47,2014-12-21,1970-01-01,Intelligent,13:43:40,0,1,1,0,1,1,0,2,98.30679896415319
1494,47,2014-12-22,1970-01-01,Intelligent,17:01:51,0,1,2,1,1,0,1,2,98.14982611261341
1495,47,2014-12-23,1970-01-01,Intelligent,10:45:02,0,0,1,2,2,0,0,2,99.15976582420333
1496,47,2014-12-23,1970-01-01,Intelligent,15:03:58,0,0,1,1,0,0,1,0,99.706279440911
1497,47,2014-12-25,1970-01-01,Intelligent,16:34:29,0,1,1,0,0,0,0,1,99.84629330860726
1498,47,2014-12-26,1970-01-01,Intelligent,12:44:08,0,0,2,0,1,0,0,2,100.51083093740255
1499,47,2014-12-27,1970-01-01,Intelligent,15:35:18,0,0,0,1,1,0,0,2,100.53223880098056
1500,48,2014-01-12,2014-01-12,Intelligent,17:17:46,17:17:00,0,1,2,1,1,1,1,98.5512055358649
1501,48,2014-02-12,2014-02-12,Intelligent,11:57:17,12:11:00,1,1,1,1,0,0,0,99.51009837824603
1502,48,2014-03-12,1970-01-01,Intelligent,10:01:10,0,1,1,2,2,1,1,2,100.8182098270929
1503,48,2014-05-12,1970-01-01,Intelligent,10:55:50,0,1,1,2,2,0,0,0,101.19786657278647
1504,49,2014-07-10,1970-01-01,Daily,19:03:31,0,0,2,2,1,1,0,2,100.05854648218823
1505,49,2014-08-10,1970-01-01,Daily,19:34:23,0,0,1,0,1,1,0,1,99.14311281198763
1506,49,2014-09-10,1970-01-01,Daily,19:21:59,0,1,0,0,2,1,0,2,100.35275608544457
1507,49,2014-10-10,2014-10-10,Daily,19:23:51,19:23:00,1,1,2,1,1,0,1,99.80216067024116
1508,49,2014-11-10,1970-01-01,Daily,18:56:43,0,0,0,0,2,1,0,1,101.12514148769685
1509,49,2014-12-10,1970-01-01,Daily,18:06:08,0,0,1,1,0,0,1,1,100.40047961942028
1510,49,2014-10-13,1970-01-01,Daily,18:03:57,0,0,2,2,0,1,1,1,100.52252590237255
1511,49,2014-10-14,1970-01-01,Daily,18:03:18,0,0,1,2,0,1,0,0,99.02193242339784
1512,50,2014-10-30,1970-01-01,Occasional,18:41:11,0,1,0,1,1,0,1,1,101.20690826732695
1513,50,2014-02-11,1970-01-01,Occasional,19:19:25,0,0,1,1,2,0,1,0,101.24473726611231
1514,50,2014-05-11,1970-01-01,Occasional,18:57:21,0,1,2,2,2,1,1,2,100.13655042535338
1515,50,2014-08-11,1970-01-01,Occasional,20:26:32,0,1,2,1,0,1,1,0,99.34722404523801
1516,50,2014-12-11,1970-01-01,Occasional,19:00:24,0,1,0,2,1,0,1,2,99.22288854398502
1517,50,2014-11-15,1970-01-01,Occasional,18:24:57,0,1,1,1,0,0,1,1,100.28699403718133
1518,50,2014-11-18,1970-01-01,Occasional,19:51:44,0,1,1,1,0,1,1,0,101.28630789913609
1519,50,2014-11-21,1970-01-01,Occasional,20:19:52,0,1,2,2,2,1,0,1,99.63946950405276
1520,50,2014-11-24,1970-01-01,Occasional,19:05:17,0,0,1,0,2,0,0,2,99.25401363827594
1521,50,2014-11-27,1970-01-01,Occasional,18:47:59,0,0,2,0,2,1,0,0,99.48756554940628
1522,50,2014-11-30,1970-01-01,Occasional,19:37:34,0,1,1,2,2,1,1,1,97.98421980928633
1523,50,2014-03-12,1970-01-01,Occasional,20:10:39,0,0,0,2,1,1,0,2,97.86800580970919
1524,50,2014-07-12,1970-01-01,Occasional,18:44:26,0,1,0,1,0,0,0,1,100.62995090658265
1525,50,2014-10-12,1970-01-01,Occasional,19:48:25,0,0,2,1,0,0,0,1,98.9217282520975
1526,50,2014-12-13,1970-01-01,Occasional,20:34:15,0,1,1,1,0,0,1,0,100.26570693240166
1527,50,2014-12-16,1970-01-01,Occasional,20:42:23,0,1,1,1,1,1,0,0,100.38707260802876
1528,50,2014-12-19,1970-01-01,Occasional,19:41:34,0,0,1,2,0,0,0,1,101.72221958018017
1529,50,2014-12-22,2014-12-22,Occasional,19:26:49,19:28:00,0,1,0,2,0,0,0,100.50966892947854
1530,50,2014-12-26,1970-01-01,Occasional,20:27:32,0,0,1,1,1,1,0,0,101.19842392887342
1531,50,2014-12-29,1970-01-01,Occasional,19:41:49,0,1,2,0,2,1,0,2,100.13338197542528
1532,50,2015-03-01,1970-01-01,Occasional,20:52:21,0,0,1,1,0,0,0,0,101.48286030671608
1533,50,2015-06-01,1970-01-01,Occasional,19:34:22,0,0,0,2,2,1,0,0,100.5240975793033
1534,50,2015-11-01,1970-01-01,Occasional,20:22:36,0,0,2,0,0,1,1,2,100.62348571759938
1535,50,2015-01-14,1970-01-01,Occasional,18:15:02,0,0,0,2,2,1,1,0,98.40811065343198
1536,50,2015-01-17,1970-01-01,Occasional,19:44:54,0,0,2,2,2,1,1,1,98.7545626963226
1537,50,2015-01-20,1970-01-01,Occasional,18:13:34,0,1,0,0,1,1,1,0,99.60952574719265
1538,52,2014-06-11,2014-06-11,Intelligent,22:24:13,22:24:00,1,1,0,0,1,1,1,100.21349243458806
1539,52,2014-07-11,1970-01-01,Intelligent,17:35:41,0,0,0,0,2,0,1,0,99.65999501173052
1540,52,2014-07-11,1970-01-01,Intelligent,22:29:45,0,0,0,2,0,0,1,2,100.10080139635411
1541,52,2014-10-11,1970-01-01,Intelligent,11:08:05,0,1,2,1,1,0,1,0,99.89507298999526
1542,52,2014-12-11,1970-01-01,Intelligent,11:51:33,0,1,2,1,1,1,0,2,99.804261120858
1543,52,2014-11-14,1970-01-01,Intelligent,15:44:15,0,1,1,2,1,1,0,1,99.60923664843205
1544,52,2014-11-17,1970-01-01,Intelligent,14:13:34,0,1,2,0,1,1,0,0,100.64087132534688
1545,52,2014-11-19,2014-11-19,Intelligent,16:40:22,17:09:00,1,1,2,2,0,1,0,99.052755500778
1546,52,2014-11-21,1970-01-01,Intelligent,17:47:59,0,1,0,1,0,1,0,0,100.96827689275317
1547,52,2014-11-23,1970-01-01,Intelligent,18:49:37,0,0,2,1,0,0,1,2,98.80394143974745
1548,52,2014-11-26,1970-01-01,Intelligent,12:54:50,0,1,1,1,1,0,0,2,100.9995538806929
1549,52,2014-11-28,1970-01-01,Intelligent,15:15:03,0,1,0,1,1,1,0,1,99.08920037936595
1550,52,2014-11-30,1970-01-01,Intelligent,17:39:45,0,0,1,0,1,1,1,0,99.32483443129463
1551,52,2014-02-12,1970-01-01,Intelligent,20:04:22,0,1,1,2,2,0,0,0,99.15926893280103
1552,52,2014-05-12,1970-01-01,Intelligent,17:23:20,0,1,2,0,0,1,0,2,101.82949424604995
1553,52,2014-07-12,1970-01-01,Intelligent,17:42:20,0,1,0,2,2,0,0,0,99.07882007696047
1554,53,2014-09-25,1970-01-01,Intelligent,09:35:25,0,1,0,0,2,0,1,1,99.1691575765744
1555,53,2014-09-25,1970-01-01,Intelligent,18:55:21,0,1,0,0,0,0,0,2,100.4025069925928
1556,53,2014-09-28,1970-01-01,Intelligent,11:49:45,0,1,2,1,2,1,0,1,100.0969610809222
1557,53,2014-09-30,1970-01-01,Intelligent,11:53:46,0,0,2,2,2,1,0,1,100.30303280709144
1558,53,2014-02-10,1970-01-01,Intelligent,13:34:15,0,0,2,0,0,0,1,1,100.4142074811828
1559,53,2014-04-10,1970-01-01,Intelligent,14:19:03,0,0,2,2,1,0,1,2,101.25672525919589
1560,53,2014-06-10,2014-06-10,Intelligent,15:20:14,17:40:00,0,1,1,1,1,1,1,101.09874902267318
1561,53,2014-08-10,1970-01-01,Intelligent,17:19:00,0,0,0,1,1,1,1,2,99.43728627306139
1562,53,2014-10-10,1970-01-01,Intelligent,21:33:22,0,0,0,2,1,0,1,0,99.3975881313042
1563,53,2014-10-13,1970-01-01,Intelligent,10:05:58,0,1,1,2,2,1,1,0,100.6995750733972
1564,53,2014-10-15,1970-01-01,Intelligent,18:24:41,0,1,1,1,2,1,0,0,101.38484012321325
1565,53,2014-10-18,1970-01-01,Intelligent,10:04:57,0,0,1,1,0,0,0,2,100.36270255595441
1566,53,2014-10-20,1970-01-01,Intelligent,10:09:57,0,0,2,0,1,1,1,2,99.71358640357289
1567,53,2014-10-22,1970-01-01,Intelligent,10:29:50,0,1,1,0,2,1,0,0,100.05632556307876
1568,53,2014-10-24,1970-01-01,Intelligent,10:58:54,0,1,1,0,0,0,0,1,99.21834409300581
1569,53,2014-10-26,1970-01-01,Intelligent,12:05:26,0,1,2,2,1,0,0,2,99.83680308552672
1570,53,2014-10-28,1970-01-01,Intelligent,13:10:44,0,0,2,1,1,1,1,1,99.6246691251577
1571,test2,2014-08-27,1970-01-01,0,20:49:12,0,0,1,2,2,0,1,0,98.80557934652313
1572,test2,2014-03-09,1970-01-01,0,14:21:51,0,1,0,1,2,0,0,2,99.72406917864376
1573,test2,2014-08-31,2014-01-09,0,20:57:57,13:36:00,1,1,1,2,0,1,0,100.43944735363826
1574,test2,2014-04-09,1970-01-01,0,14:10:02,0,0,1,1,2,0,1,1,101.11783582508576
1575,test2,2014-09-25,1970-01-01,0,11:19:04,0,0,1,2,1,0,1,2,100.53876048072974
1576,test2,2014-09-28,1970-01-01,0,13:52:40,0,1,0,2,0,0,1,2,100.64826954072504
1577,test2,2014-09-30,1970-01-01,0,20:32:34,0,0,1,2,0,0,0,0,100.20303215181795
1578,test2,2014-04-10,2014-04-10,0,13:24:08,14:33:00,1,2,0,2,1,0,1,101.49828205776042
1579,test2,2014-06-10,1970-01-01,0,17:55:58,0,0,0,0,1,1,0,2,99.02751640863255
1580,test2,2014-09-10,1970-01-01,0,12:06:39,0,0,2,1,1,1,0,1,100.77313605398876
1581,test2,2014-11-10,2014-11-10,0,17:38:53,17:42:00,0,0,2,0,1,0,1,100.39468430903283
1582,test2,2014-12-10,1970-01-01,0,10:05:59,0,1,1,2,1,1,0,1,100.52471730308946
1583,test2,2014-12-10,2014-10-14,0,18:30:02,19:03:00,1,1,2,1,1,0,0,101.00702675170669
1584,test2,2014-10-14,1970-01-01,0,20:12:19,0,0,1,2,0,0,1,2,100.71187406943845
1585,test2,2014-10-16,1970-01-01,0,20:51:37,0,1,1,1,2,0,1,2,100.85798733679418
1586,test2,2014-10-18,1970-01-01,0,15:12:52,0,1,2,2,2,1,0,1,99.66311975089086
1587,test2,2014-10-18,2014-10-19,0,19:24:54,12:56:00,1,0,1,1,0,1,1,98.0676941296888
1588,test2,2014-10-19,1970-01-01,0,16:25:01,0,1,2,0,0,0,0,1,100.34863428424809
1589,test2,2014-10-19,1970-01-01,0,21:19:03,0,1,1,0,2,1,1,1,100.33595104060433
1590,test2,2014-10-21,1970-01-01,0,21:36:24,0,1,1,0,0,0,1,1,100.24567354996651
1591,test2,2014-10-24,1970-01-01,0,12:57:47,0,0,2,1,1,1,1,1,100.65947554163192
1592,test2,2014-10-25,1970-01-01,0,17:18:58,0,0,2,0,0,1,1,2,101.03242075980336
1593,test2,2014-10-26,1970-01-01,0,17:52:07,0,1,1,0,1,0,1,2,98.20725646146735
1594,test2,2014-10-28,1970-01-01,0,19:34:25,0,1,0,2,1,1,0,2,101.4450578739391
1595,test2,2014-10-30,1970-01-01,0,21:58:43,0,1,2,0,1,0,0,0,99.92249679642147
1596,test2,2014-10-31,1970-01-01,0,17:12:36,0,0,0,2,0,1,0,1,100.35152087728282
1597,test2,2014-01-11,1970-01-01,0,10:59:13,0,0,0,1,2,1,1,2,100.46130081444859
1598,test2,2014-01-11,1970-01-01,0,15:32:16,0,1,2,0,0,0,0,2,99.56300628679365
1599,test2,2014-02-11,1970-01-01,0,17:06:38,0,1,0,0,0,1,1,0,101.24622205605182
1600,test2,2014-02-11,1970-01-01,0,22:00:40,0,1,1,1,1,1,0,1,100.23260066687318
1601,test2,2014-05-11,1970-01-01,0,17:13:12,0,1,0,2,2,0,1,1,101.35293038061634
1602,test2,2014-09-11,1970-01-01,0,21:23:10,0,0,1,2,1,1,0,1,100.77251164915405
1603,test2,2014-10-11,1970-01-01,0,17:05:28,0,0,1,0,0,0,1,2,101.7261518483026
1604,test2,2014-12-11,1970-01-01,0,19:50:53,0,0,0,0,0,0,0,0,99.49892972045878
1605,test2,2014-11-14,1970-01-01,0,21:12:16,0,1,0,2,2,1,0,0,101.27956130653949
1606,test2,2014-11-15,1970-01-01,0,17:09:26,0,1,0,1,2,1,0,0,99.7758906890957
1607,test2,2014-11-16,1970-01-01,0,17:18:37,0,0,2,1,0,0,1,1,100.15142394358924
1608,test2,2014-11-18,1970-01-01,0,18:08:41,0,0,0,0,2,1,1,1,100.22153007717213
1609,test2,2014-11-20,1970-01-01,0,19:09:13,0,0,1,1,1,0,1,2,100.38205503909091
1610,test2,2014-11-22,1970-01-01,0,17:00:44,0,1,0,0,2,0,0,1,100.51190927740845
1611,test2,2014-11-23,1970-01-01,0,17:09:59,0,0,0,1,1,0,1,1,99.3952002689015
1612,test2,2014-11-25,1970-01-01,0,17:49:30,0,0,0,2,0,0,0,2,101.45586298852689
1613,test2,2014-11-27,2014-11-27,0,21:58:59,23:57:00,1,1,2,1,0,0,2,99.00850244303057
1614,test2,2014-11-30,1970-01-01,0,12:16:26,0,1,0,0,0,1,0,2,99.52932905803004
1615,test2,2014-11-30,1970-01-01,0,17:10:29,0,0,0,1,2,1,0,2,99.07817835134693
1616,test2,2014-02-12,1970-01-01,0,21:19:57,0,1,2,0,0,0,1,0,99.61888254031014
1617,test2,2014-04-12,1970-01-01,0,21:38:22,0,0,1,0,1,0,1,0,100.20183214436295
1618,test2,2014-06-12,1970-01-01,0,17:01:08,0,0,0,2,2,0,1,0,102.07808213895271
1619,test2,2014-07-12,1970-01-01,0,17:10:21,0,1,2,2,1,0,0,2,101.34841928067259
1620,test2,2014-09-12,1970-01-01,0,19:14:47,0,0,1,1,0,0,1,1,99.43235241607069
1621,test2,2014-12-12,1970-01-01,0,15:11:30,0,1,2,1,0,1,1,2,101.00759964946955
1622,test2,2014-12-14,1970-01-01,0,21:47:59,0,1,2,2,0,1,0,0,99.67852839338485
1623,test2,2014-12-18,1970-01-01,0,10:19:28,0,0,1,0,0,0,1,2,100.32517657863052
1624,test2,2014-12-20,1970-01-01,0,12:30:07,0,0,2,0,0,0,0,0,98.27199731071791
1625,test2,2014-12-20,1970-01-01,0,17:03:10,0,0,0,0,1,0,0,1,100.88410650564873
1626,test2,2014-12-22,1970-01-01,0,18:03:37,0,1,2,1,2,0,0,2,98.01491950825577
1627,test2,2014-12-25,1970-01-01,0,10:07:12,0,0,2,1,0,0,0,2,99.22980938314751
1628,test2,2014-12-27,1970-01-01,0,10:46:38,0,1,1,2,2,0,1,2,99.55107030132493
1629,test2,2014-12-29,1970-01-01,0,11:46:02,0,1,1,0,0,1,1,2,99.08649637663832
1630,test2,2014-12-31,1970-01-01,0,19:47:20,0,0,2,0,0,0,0,1,101.00653815601925
1631,test2,2015-04-01,1970-01-01,0,10:15:07,0,1,1,1,2,1,0,2,100.71385487478956
1632,test2,2015-04-01,1970-01-01,0,17:36:11,0,0,1,1,0,1,0,1,100.52772280376912
1633,test2,2015-06-01,1970-01-01,0,21:03:38,0,0,0,1,0,1,1,0,100.49408554432982
1634,test2,2015-08-01,1970-01-01,0,21:32:40,0,0,1,1,2,1,1,0,101.56901923220026
1635,test2,2015-11-01,1970-01-01,0,11:09:13,0,1,2,0,2,1,1,0,100.09499482054264
1636,test2,2015-01-13,1970-01-01,0,14:36:41,0,0,0,1,2,0,1,2,99.75322718506426
1637,test2,2015-01-15,1970-01-01,0,15:16:06,0,1,0,2,1,1,0,2,99.95482494211247
1638,test2,2015-01-17,1970-01-01,0,15:55:32,0,0,0,1,0,0,1,2,100.72677310325996
1639,test2,2015-01-20,1970-01-01,0,14:06:09,0,1,2,1,0,0,1,0,99.659954006179
1640,test2,2015-01-22,1970-01-01,0,15:06:35,0,0,2,2,2,0,0,1,100.4447450176475
1641,test2,2015-01-24,1970-01-01,0,16:28:01,0,1,0,0,2,1,1,2,99.86644901716723
1642,test2,2015-01-26,1970-01-01,0,17:49:28,0,1,1,1,0,1,1,2,99.56843380882113
1643,test2,2015-01-28,1970-01-01,0,20:55:56,0,1,0,0,1,1,0,1,101.01333058690113
1644,test2,2015-01-31,1970-01-01,0,10:52:23,0,0,1,0,2,0,0,0,100.3069326364242
1645,54,2014-09-24,1970-01-01,Daily,19:50:59,0,1,2,0,2,0,0,2,101.29408537783901
1646,54,2014-09-25,1970-01-01,Daily,17:31:53,0,0,2,0,2,1,0,0,100.71758015570495
1647,55,2014-09-25,1970-01-01,Intelligent,13:16:35,0,1,2,2,2,1,0,2,99.95463452754446
1648,55,2014-09-26,1970-01-01,Intelligent,11:25:04,0,0,2,0,2,0,0,0,97.69583992681721
1649,55,2014-09-28,1970-01-01,Intelligent,15:46:45,0,0,2,0,1,1,0,2,99.85077486352066
1650,55,2014-09-30,1970-01-01,Intelligent,16:42:29,0,1,1,1,2,0,0,2,99.72493441960465
1651,55,2014-02-10,1970-01-01,Intelligent,18:45:42,0,0,2,0,2,0,0,0,101.81878438874841
1652,55,2014-05-10,1970-01-01,Intelligent,15:57:03,0,0,2,2,2,1,1,0,99.46000721673998
1653,55,2014-07-10,1970-01-01,Intelligent,19:45:17,0,0,0,0,2,0,0,2,98.54144006054783
1654,55,2014-10-10,1970-01-01,Intelligent,11:59:07,0,1,0,1,0,0,1,0,100.16762318926017
1655,57,2014-09-25,2014-09-25,Daily,17:04:48,22:08:00,0,2,1,2,1,0,0,100.93942475771377
1656,57,2014-09-26,1970-01-01,Daily,10:17:01,0,1,1,1,0,0,1,0,100.48255574864524
1657,57,2014-09-27,2014-09-27,Daily,18:17:19,18:39:00,0,1,0,1,0,0,1,99.47069265593399
1658,57,2014-09-28,2014-09-28,Daily,20:40:28,21:20:00,1,1,2,0,1,1,0,99.96230166190674
1659,57,2014-09-29,2014-09-29,Daily,20:00:04,20:56:00,1,2,0,1,0,0,2,101.04056163878894
1660,57,2014-09-30,2014-01-10,Daily,20:51:17,14:13:00,1,0,0,1,0,0,0,100.38383457376983
1661,57,2014-01-10,1970-01-01,Daily,20:19:01,0,0,0,0,1,0,1,1,100.31476902089695
1662,57,2014-02-10,2014-02-10,Daily,19:50:11,20:10:00,0,1,2,0,0,1,1,97.93611967200256
1663,57,2014-03-10,2014-04-10,Daily,20:19:04,11:08:00,1,0,2,1,1,1,1,98.51444156605713
1664,57,2014-04-10,1970-01-01,Daily,18:44:16,0,0,0,0,2,0,0,0,99.38069188878123
1665,57,2014-06-10,1970-01-01,Daily,20:47:35,0,1,2,2,2,0,1,1,100.14426904285793
1666,57,2014-07-10,2014-08-10,Daily,19:33:31,07:06:00,0,2,2,2,0,1,0,101.98258203707964
1667,57,2014-08-10,2014-08-10,Daily,18:46:01,19:58:00,1,1,0,1,0,0,2,100.14399257479839
