id,activity id,page,activity type,status,time,status,time,seconds on page,session number,time since last log
69,About,About,info,start,18-10-14 18:48:07.939,,,0,2,7.14
69,About,About,info,start,18-10-14 18:48:22.773,back,18-10-14 18:48:26.017,4,2,14.83
69,CWOSequence,Connect With Others,sequence,start,18-10-14 23:39:37.341,,,0,3,17471.32
69,CWOAbout,About Connect With Others,info,start,18-10-14 23:39:44.101,,,0,3,6.76
69,CWOAbout,About Connect With Others,info,start,18-10-14 23:39:44.255,complete,18-10-14 23:40:07.168,23,3,0.15
69,CWOPlanner,Your Plans,planner,start,18-10-14 23:40:07.255,back,18-10-14 23:40:26.035,19,3,0.09
69,CWOAbout,About Connect With Others,info,start,18-10-14 23:40:26.165,back,18-10-14 23:40:28.139,2,3,0.13
69,WalkAbout,Walking with awareness - Desciption,info,start,18-10-14 23:40:31.846,,,0,3,3.71
69,WalkAbout,Walking with awareness - Desciption,info,start,18-10-14 23:40:32.035,complete,18-10-14 23:40:45.703,13,3,0.19
69,WalkTry,Walking with awareness - Try it out,info,start,18-10-14 23:40:45.756,complete,18-10-14 23:40:52.057,7,3,0.05
69,WalkRate,Rate walking with awareness,survey,start,18-10-14 23:40:52.096,back,18-10-14 23:41:09.207,17,3,0.04
69,WalkTry,Walking with awareness - Try it out,info,start,18-10-14 23:41:09.245,back,18-10-14 23:41:10.337,1,3,0.04
69,WalkAbout,Walking with awareness - Desciption,info,start,18-10-14 23:41:10.375,back,18-10-14 23:41:11.242,1,3,0.04
69,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,18-10-14 23:41:14.595,,,0,3,3.35
69,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,18-10-14 23:41:14.735,complete,18-10-14 23:41:24.620,10,3,0.14
69,BreatheTry,3 Minute Breathing Space - Try it out,info,start,18-10-14 23:41:24.655,complete,18-10-14 23:41:30.655,6,3,0.04
69,BreatheRate,Rate 3 Minute Breathing Space,survey,start,18-10-14 23:41:30.696,back,18-10-14 23:41:36.519,6,3,0.04
69,BreatheTry,3 Minute Breathing Space - Try it out,info,start,18-10-14 23:41:36.555,back,18-10-14 23:41:37.589,1,3,0.04
69,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,18-10-14 23:41:37.635,back,18-10-14 23:41:38.506,1,3,0.05
69,KindAbout,Self Kindness - Desciption,info,start,18-10-14 23:41:41.095,,,0,3,2.59
69,KindAbout,Self Kindness - Desciption,info,start,18-10-14 23:41:41.235,complete,18-10-14 23:41:50.477,9,3,0.14
69,KindTry1,Self Kindness - Try it out,info,start,18-10-14 23:41:50.515,complete,18-10-14 23:41:56.202,6,3,0.04
69,KindTry2,Self Kindness - Try it out,info,start,18-10-14 23:41:56.245,complete,18-10-14 23:42:02.975,6,3,0.04
69,KindRate,Rate Self Kindness,survey,start,18-10-14 23:42:03.046,back,18-10-14 23:42:06.139,3,3,0.07
69,KindTry2,Self Kindness - Try it out,info,start,18-10-14 23:42:06.185,back,18-10-14 23:42:07.143,1,3,0.05
69,KindTry1,Self Kindness - Try it out,info,start,18-10-14 23:42:07.185,back,18-10-14 23:42:08.079,1,3,0.04
69,KindAbout,Self Kindness - Desciption,info,start,18-10-14 23:42:08.136,back,18-10-14 23:42:09.098,1,3,0.06
69,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,26-10-14 21:26:28.851,,,0,4,686659.75
69,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,26-10-14 21:26:29.008,complete,26-10-14 21:26:37.382,8,4,0.16
69,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,26-10-14 21:26:37.468,,,0,4,0.09
69,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,26-10-14 21:26:37.599,complete,26-10-14 21:26:49.509,12,4,0.13
69,positive_unlock_FromNotif,positive_unlock_label,sequence,start,26-10-14 21:26:49.569,,,0,4,0.06
69,positive unlock msg 1 label,positive_unlock_msg_1_label,info,start,31-12-14 19:57:58.809,,,0,5,5697069.24
69,positive unlock msg 1 label,positive_unlock_msg_1_label,info,start,31-12-14 19:57:58.958,complete,31-12-14 19:58:14.568,16,5,0.15
69,PositiveAbout,About Positive Thinking,info,start,31-12-14 19:58:14.658,,,0,5,0.09
70,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,28-09-14 12:31:45.068,,,0,1,0.00
70,refToBase,Begin Intervention,info,start,28-09-14 12:31:45.443,,,0,1,0.38
70,Healthy Mind: Baseline,Healthy Mind: Baseline,sequence,start,28-09-14 13:10:15.076,,,0,2,2309.63
70,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,28-09-14 13:10:15.291,,,0,2,0.21
70,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,28-09-14 13:10:15.695,complete,28-09-14 13:10:22.779,7,2,0.40
70,baselineSurvey,Healthy Mind: Basline Questionnaire,survey,start,28-09-14 13:10:22.834,back,28-09-14 13:10:47.842,25,2,0.06
70,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,28-09-14 13:10:47.896,back,28-09-14 13:10:49.221,2,2,0.05
71,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,02-09-14 12:09:24.097,,,0,1,0.00
71,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,02-09-14 12:09:24.217,complete,02-09-14 12:09:45.670,21,1,0.12
71,baselineSurvey,Healthy Mind: Basline Questionnaire,survey,start,02-09-14 12:09:45.714,back,02-09-14 12:09:49.004,4,1,0.04
71,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,02-09-14 12:09:49.023,complete,02-09-14 12:09:51.343,2,1,0.02
71,baselineSurvey,Healthy Mind: Basline Questionnaire,survey,start,02-09-14 12:09:51.369,complete,02-09-14 12:10:30.031,39,1,0.03
71,WalkSequence,Walking With Awareness,sequence,start,02-09-14 12:10:47.566,,,0,1,17.54
71,WalkAbout,Walking with awareness - Desciption,info,start,02-09-14 12:10:51.928,,,0,1,4.36
71,WalkAbout,Walking with awareness - Desciption,info,start,02-09-14 12:10:52.077,back,02-09-14 12:10:53.750,1,1,0.15
71,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,02-09-14 12:10:55.160,,,0,1,1.41
71,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,02-09-14 12:10:55.257,complete,02-09-14 12:11:10.841,15,1,0.10
71,BreatheTry,3 Minute Breathing Space - Try it out,info,start,02-09-14 12:11:10.864,complete,02-09-14 12:11:12.443,2,1,0.02
71,BreatheRate,Rate 3 Minute Breathing Space,survey,start,02-09-14 12:11:12.465,back,02-09-14 12:11:15.790,3,1,0.02
71,BreatheTry,3 Minute Breathing Space - Try it out,info,start,02-09-14 12:11:15.815,back,02-09-14 12:11:16.596,1,1,0.03
71,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,02-09-14 12:11:16.613,back,02-09-14 12:11:17.714,1,1,0.02
71,KindAbout,Self Kindness - Desciption,info,start,02-09-14 12:11:23.118,,,0,1,5.40
71,KindAbout,Self Kindness - Desciption,info,start,02-09-14 12:11:23.271,complete,02-09-14 12:11:45.991,22,1,0.15
71,KindTry1,Self Kindness - Try it out,info,start,02-09-14 12:11:46.046,complete_and_jump_to_front,02-09-14 12:12:06.986,20,1,0.06
71,ToolsMenu,Tools,menu,start,02-09-14 12:12:07.002,,,0,1,0.02
71,BreatheSequence,3 Minute Breathing Space,sequence,start,02-09-14 12:34:58.592,,,0,2,1371.59
71,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,02-09-14 12:35:01.320,,,0,2,2.73
71,bodyscan_unlock_FromNotif,bodyscan_unlock_label,sequence,start,02-09-14 12:35:01.523,,,0,2,0.20
71,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,27-09-14 20:16:41.212,,,0,3,2187699.69
71,bodyscan unlock msg 1 label,bodyscan_unlock_msg_1_label,info,start,27-09-14 20:16:41.339,complete,27-09-14 20:16:44.424,3,3,0.13
71,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,27-09-14 20:16:44.463,,,0,3,0.04
71,positive_unlock_FromNotif,positive_unlock_label,sequence,start,27-09-14 20:16:44.569,,,0,3,0.11
71,positive unlock msg 1 label,positive_unlock_msg_1_label,info,start,29-09-14 19:12:35.224,,,0,4,168950.66
72,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,04-09-14 14:10:28.586,,,0,1,0.00
72,Healthy Mind: Basline Consent,Healthy Mind: Basline Consent,info,start,04-09-14 14:10:28.726,complete,04-09-14 14:10:51.916,23,1,0.14
72,baselineSurvey,Healthy Mind: Basline Questionnaire,survey,start,04-09-14 14:10:51.956,complete,04-09-14 14:12:08.565,77,1,0.04
72,About,About,info,start,04-09-14 14:12:10.973,,,0,1,2.41
72,About,About,info,start,04-09-14 14:12:14.557,back,04-09-14 14:12:16.283,2,1,3.58
72,KindSequence,Self Kindness,sequence,start,04-09-14 14:12:17.177,,,0,1,0.89
72,KindAbout,Self Kindness - Desciption,info,start,04-09-14 14:12:24.990,,,0,1,7.81
72,KindAbout,Self Kindness - Desciption,info,start,04-09-14 14:12:25.227,complete,04-09-14 14:12:41.479,16,1,0.24
72,KindTry1,Self Kindness - Try it out,info,start,04-09-14 14:12:41.596,complete,04-09-14 14:14:02.645,81,1,0.12
72,KindTry2,Self Kindness - Try it out,info,start,04-09-14 14:14:02.686,complete,04-09-14 14:14:11.272,9,1,0.04
72,KindRate,Rate Self Kindness,survey,start,04-09-14 14:14:11.316,complete,04-09-14 14:14:15.017,4,1,0.04
72,ToolUnlockAlert,Tool Unlocked,info,start,04-09-14 14:14:15.246,,,0,1,0.23
72,ToolUnlockAlert,Tool Unlocked,info,start,04-09-14 14:14:15.276,complete,04-09-14 14:14:18.810,3,1,0.03
72,CWOAbout,About Connect With Others,info,start,04-09-14 14:15:28.262,,,0,1,69.45
72,CWOAbout,About Connect With Others,info,start,04-09-14 14:15:28.413,complete,04-09-14 14:15:39.233,11,1,0.15
72,CWOPlanner,Your Plans,planner,start,04-09-14 14:15:39.316,back,04-09-14 14:15:45.612,6,1,0.08
72,CWOAbout,About Connect With Others,info,start,04-09-14 14:15:45.696,back,04-09-14 14:15:46.913,1,1,0.08
72,Settings,Settings,settings,start,04-09-14 14:18:11.828,,,0,1,144.91
72,ToolsMenu,Tools,menu,start,05-09-14 01:36:45.042,,,0,2,40713.21
72,EnjoySequence,Enjoyable Moments,sequence,start,05-09-14 01:36:51.211,,,0,2,6.17
72,EnjoyAbout,About Enjoyable Moments,info,start,05-09-14 01:36:55.651,,,0,2,4.44
72,EnjoyAbout,About Enjoyable Moments,info,start,05-09-14 01:36:55.886,complete,05-09-14 01:37:10.695,15,2,0.23
72,EnjoyPlanner,Enjoyable Moments Plans,planner,start,05-09-14 01:37:10.790,complete,05-09-14 01:37:25.551,15,2,0.10
72,EnjoyKeepTrack,Enjoyable Moments Keep track,info,start,05-09-14 01:37:25.601,complete,05-09-14 01:37:29.637,4,2,0.05
72,EnjoyRate,Enjoyable Moments Rate,survey,start,05-09-14 01:37:29.690,complete,05-09-14 01:37:32.639,3,2,0.05
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:37:32.820,,,0,2,0.18
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:37:32.867,complete,05-09-14 01:37:35.024,3,2,0.05
72,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,05-09-14 01:37:40.884,,,0,2,5.86
72,BreatheAbout,3 Minute Breathing Space - Desciption,info,start,05-09-14 01:37:41.080,complete,05-09-14 01:37:47.065,6,2,0.20
72,BreatheTry,3 Minute Breathing Space - Try it out,info,start,05-09-14 01:37:47.090,complete,05-09-14 01:38:19.395,32,2,0.02
72,BreatheRate,Rate 3 Minute Breathing Space,survey,start,05-09-14 01:38:19.425,complete,05-09-14 01:38:24.901,5,2,0.03
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:38:25.091,,,0,2,0.19
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:38:25.122,complete,05-09-14 01:38:29.274,4,2,0.03
72,SleepAbout,About Sleep Well,info,start,05-09-14 01:38:39.611,,,0,2,10.34
72,SleepAbout,About Sleep Well,info,start,05-09-14 01:38:39.791,complete,05-09-14 01:38:48.139,9,2,0.18
72,SleepPlanner,Sleep Well Plans,planner,start,05-09-14 01:38:48.220,complete,05-09-14 01:39:14.029,26,2,0.08
72,SleepKeepTrack,Sleep Well Keep track,info,start,05-09-14 01:39:14.080,complete,05-09-14 01:39:20.820,6,2,0.05
72,SleepRate,Sleep Well Rate,survey,start,05-09-14 01:39:20.870,complete,05-09-14 01:39:23.148,3,2,0.05
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:39:23.320,,,0,2,0.17
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:39:23.351,complete,05-09-14 01:39:26.397,3,2,0.03
72,CWOAbout,About Connect With Others,info,start,05-09-14 01:39:32.262,,,0,2,5.87
72,CWOAbout,About Connect With Others,info,start,05-09-14 01:39:32.438,complete,05-09-14 01:39:36.888,4,2,0.18
72,CWOPlanner,Your Plans,planner,start,05-09-14 01:39:36.970,complete,05-09-14 01:40:20.966,44,2,0.08
72,CWOKeepTrack,Connect With Others Keep track,info,start,05-09-14 01:40:21.020,complete,05-09-14 01:40:24.186,3,2,0.05
72,CWORate,Connect With Others Rate,survey,start,05-09-14 01:40:24.240,complete,05-09-14 01:40:27.146,3,2,0.05
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:40:27.360,,,0,2,0.21
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:40:27.390,complete,05-09-14 01:40:29.915,2,2,0.03
72,WalkAbout,Walking with awareness - Desciption,info,start,05-09-14 01:40:34.193,,,0,2,4.28
72,WalkAbout,Walking with awareness - Desciption,info,start,05-09-14 01:40:34.371,complete,05-09-14 01:40:40.938,6,2,0.18
72,WalkTry,Walking with awareness - Try it out,info,start,05-09-14 01:40:40.980,complete,05-09-14 01:40:53.668,13,2,0.04
72,WalkRate,Rate walking with awareness,survey,start,05-09-14 01:40:53.700,complete,05-09-14 01:40:56.367,3,2,0.03
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:40:56.550,,,0,2,0.18
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:40:56.580,complete,05-09-14 01:40:58.708,2,2,0.03
72,PositiveAbout,About Positive Thinking,info,start,05-09-14 01:41:01.909,,,0,2,3.20
72,PositiveAbout,About Positive Thinking,info,start,05-09-14 01:41:02.131,complete,05-09-14 01:41:06.074,4,2,0.22
72,PositivePlanner,Your Positive Thoughts,planner,start,05-09-14 01:41:06.160,complete,05-09-14 01:41:32.287,26,2,0.09
72,PositiveKeepTrack,Positive Thinking Keep track,info,start,05-09-14 01:41:32.340,complete,05-09-14 01:41:34.925,2,2,0.05
72,PositiveRate,Positive Thinking Rate,survey,start,05-09-14 01:41:34.980,complete,05-09-14 01:41:36.746,2,2,0.06
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:41:36.870,,,0,2,0.12
72,BodyAbout,Body Scan - Desciption,info,start,05-09-14 01:41:45.175,,,0,2,8.31
72,BodyAbout,Body Scan - Desciption,info,start,05-09-14 01:41:45.352,complete,05-09-14 01:41:52.782,7,2,0.18
72,BodyTry,Body Scan - Try it out,info,start,05-09-14 01:41:52.821,complete,05-09-14 01:42:14.052,22,2,0.04
72,BodyRate,Rate Body Scan,survey,start,05-09-14 01:42:14.091,complete,05-09-14 01:42:15.647,1,2,0.04
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:42:15.730,,,0,2,0.08
72,MonitorAbout,My Daily Reactions - Desciption,info,start,05-09-14 01:42:17.341,,,0,2,1.61
72,MonitorAbout,My Daily Reactions - Desciption,info,start,05-09-14 01:42:17.512,complete,05-09-14 01:42:26.580,9,2,0.17
72,MonitorReactions,My Daily Reactions - Your Reactions,survey,start,05-09-14 01:42:26.611,complete,05-09-14 01:43:09.299,43,2,0.03
72,MonitorRate,Rate My Daily Reactions,survey,start,05-09-14 01:43:09.341,complete,05-09-14 01:43:11.927,2,2,0.04
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:43:12.050,,,0,2,0.12
72,KindAbout,Self Kindness - Desciption,info,start,05-09-14 01:43:19.030,,,0,2,6.98
72,KindAbout,Self Kindness - Desciption,info,start,05-09-14 01:43:19.231,complete,05-09-14 01:43:24.272,5,2,0.20
72,KindTry1,Self Kindness - Try it out,info,start,05-09-14 01:43:24.301,complete,05-09-14 01:43:31.662,7,2,0.03
72,KindTry2,Self Kindness - Try it out,info,start,05-09-14 01:43:31.701,complete,05-09-14 01:43:34.218,3,2,0.04
72,KindRate,Rate Self Kindness,survey,start,05-09-14 01:43:34.252,complete,05-09-14 01:43:37.886,3,2,0.03
72,ToolUnlockAlert,Tool Unlocked,info,start,05-09-14 01:43:38.040,,,0,2,0.15
72,ToolsMenu,Tools,menu,start,05-09-14 01:43:44.262,,,0,2,6.22
72,About,About,info,start,05-09-14 01:43:46.572,,,0,2,2.31
72,About,About,info,start,05-09-14 01:43:48.619,back,05-09-14 01:44:07.683,19,2,2.05
72,CWOSequence,Connect With Others,sequence,start,06-09-14 09:57:50.092,,,0,3,116022.41
72,CWOAbout,About Connect With Others,info,start,06-09-14 09:57:54.548,,,0,3,4.46
72,CWOAbout,About Connect With Others,info,start,06-09-14 09:57:54.760,complete,06-09-14 09:57:57.964,3,3,0.21
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,06-09-14 09:57:57.998,execute_function,06-09-14 09:58:04.654,7,3,0.03
72,CWORate,Connect With Others Rate,survey,start,06-09-14 09:58:12.008,complete,06-09-14 09:58:15.484,3,3,7.35
72,ToolUnlockAlert,Tool Unlocked,info,start,06-09-14 09:58:15.617,,,0,3,0.13
72,PositiveAbout,About Positive Thinking,info,start,06-09-14 09:58:21.536,,,0,3,5.92
72,PositiveAbout,About Positive Thinking,info,start,06-09-14 09:58:21.738,complete,06-09-14 09:58:26.645,5,3,0.20
72,PositivePlanReview,Positive Thinking Plans Review,planner review,start,06-09-14 09:58:26.678,execute_function,06-09-14 09:58:32.835,6,3,0.03
72,PositiveRate,Positive Thinking Rate,survey,start,06-09-14 09:58:35.498,complete,06-09-14 09:58:37.405,2,3,2.66
72,ToolUnlockAlert,Tool Unlocked,info,start,06-09-14 09:58:37.557,,,0,3,0.15
72,MonitorAbout,My Daily Reactions - Desciption,info,start,06-09-14 09:58:42.388,,,0,3,4.83
72,MonitorAbout,My Daily Reactions - Desciption,info,start,06-09-14 09:58:42.573,complete,06-09-14 09:58:48.255,6,3,0.18
72,MonitorReactions,My Daily Reactions - Your Reactions,survey,start,06-09-14 09:58:48.308,complete,06-09-14 09:59:23.057,35,3,0.05
72,MonitorRate,Rate My Daily Reactions,survey,start,06-09-14 09:59:23.099,complete,06-09-14 09:59:28.574,5,3,0.04
72,ToolUnlockAlert,Tool Unlocked,info,start,06-09-14 09:59:28.698,,,0,3,0.12
72,connect msg 1 label,connect_msg_1_label,info,start,25-09-14 16:15:03.438,,,0,4,1664134.74
72,connect msg 1 label,connect_msg_1_label,info,start,25-09-14 16:15:03.653,back,25-09-14 16:15:07.465,4,4,0.22
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,27-09-14 10:40:20.991,,,0,5,152713.53
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,27-09-14 10:40:21.272,back,27-09-14 10:40:24.413,3,5,0.28
72,connect msg 1 label,connect_msg_1_label,info,start,01-10-14 21:14:27.456,,,0,6,383643.04
72,connect msg 1 label,connect_msg_1_label,info,start,01-10-14 21:14:27.575,back,01-10-14 21:14:29.449,2,6,0.12
72,connect msg 1 label,connect_msg_1_label,info,start,13-10-14 20:27:21.250,,,0,7,1033971.80
72,connect msg 1 label,connect_msg_1_label,info,start,13-10-14 20:27:21.375,complete,13-10-14 20:27:23.983,2,7,0.13
72,CWOAbout,About Connect With Others,info,start,13-10-14 20:27:24.544,,,0,7,0.56
72,CWOAbout,About Connect With Others,info,start,13-10-14 20:27:24.654,complete,13-10-14 20:27:38.043,14,7,0.11
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,13-10-14 20:27:38.084,execute_function,13-10-14 20:27:41.621,3,7,0.04
72,CWORate,Connect With Others Rate,survey,start,13-10-14 20:27:43.924,complete,13-10-14 20:27:49.737,6,7,2.30
72,ToolUnlockAlert,Tool Unlocked,info,start,13-10-14 20:27:49.864,,,0,7,0.13
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,14-10-14 19:01:54.338,,,0,8,81244.47
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,14-10-14 19:01:54.486,complete,14-10-14 19:01:57.158,3,8,0.15
72,EnjoyAbout,About Enjoyable Moments,info,start,14-10-14 19:01:57.666,,,0,8,0.51
72,EnjoyAbout,About Enjoyable Moments,info,start,14-10-14 19:01:57.787,complete,14-10-14 19:02:00.796,3,8,0.12
72,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,14-10-14 19:02:00.836,execute_function,14-10-14 19:02:05.448,5,8,0.04
72,EnjoyRate,Enjoyable Moments Rate,survey,start,14-10-14 19:02:07.356,complete,14-10-14 19:02:09.856,2,8,1.91
72,ToolUnlockAlert,Tool Unlocked,info,start,14-10-14 19:02:09.996,,,0,8,0.14
72,sleep msg 1 label,sleep_msg_1_label,info,start,15-10-14 20:32:25.421,,,0,9,91815.43
72,sleep msg 1 label,sleep_msg_1_label,info,start,15-10-14 20:32:25.560,complete,15-10-14 20:32:29.431,4,9,0.14
72,SleepAbout,About Sleep Well,info,start,15-10-14 20:32:30.003,,,0,9,0.57
72,SleepAbout,About Sleep Well,info,start,15-10-14 20:32:30.157,complete,15-10-14 20:32:34.063,4,9,0.15
72,SleepPlanReview,Sleep Well Plans Review,planner review,start,15-10-14 20:32:34.106,execute_function,15-10-14 20:32:44.788,10,9,0.04
72,SleepRate,Sleep Well Rate,survey,start,15-10-14 20:32:48.202,complete,15-10-14 20:32:50.296,2,9,3.41
72,ToolUnlockAlert,Tool Unlocked,info,start,15-10-14 20:32:50.467,,,0,9,0.17
72,connect msg 1 label,connect_msg_1_label,info,start,16-10-14 19:31:46.591,,,0,10,82736.12
72,connect msg 2 label,connect_msg_2_label,info,start,16-10-14 19:31:46.802,complete,16-10-14 19:31:49.208,3,10,0.21
72,CWOAbout,About Connect With Others,info,start,16-10-14 19:31:49.711,,,0,10,0.50
72,CWOAbout,About Connect With Others,info,start,16-10-14 19:31:49.874,complete,16-10-14 19:31:52.099,3,10,0.16
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,16-10-14 19:31:52.136,execute_function,16-10-14 19:31:58.596,6,10,0.04
72,CWORate,Connect With Others Rate,survey,start,16-10-14 19:32:00.413,complete,16-10-14 19:32:03.669,3,10,1.82
72,ToolUnlockAlert,Tool Unlocked,info,start,16-10-14 19:32:03.843,,,0,10,0.17
72,connect msg 1 label,connect_msg_1_label,info,start,25-10-14 19:30:29.559,,,0,11,777505.72
72,connect msg 3 label,connect_msg_3_label,info,start,25-10-14 19:30:29.852,complete,25-10-14 19:30:32.239,3,11,0.29
72,CWOAbout,About Connect With Others,info,start,25-10-14 19:30:32.692,,,0,11,0.45
72,CWOAbout,About Connect With Others,info,start,25-10-14 19:30:32.816,complete,25-10-14 19:30:34.986,2,11,0.12
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,25-10-14 19:30:35.027,execute_function,25-10-14 19:30:38.259,3,11,0.04
72,CWOPlanner,Your Plans,planner,start,25-10-14 19:30:41.902,back,25-10-14 19:30:50.018,9,11,3.64
72,CWOAbout,About Connect With Others,info,start,25-10-14 19:30:50.056,complete,25-10-14 19:30:51.576,1,11,0.04
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,25-10-14 19:30:51.613,execute_function,25-10-14 19:30:54.727,3,11,0.04
72,CWORate,Connect With Others Rate,survey,start,25-10-14 19:30:56.162,complete,25-10-14 19:30:57.968,1,11,1.43
72,ToolUnlockAlert,Tool Unlocked,info,start,25-10-14 19:30:58.112,,,0,11,0.14
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,26-10-14 19:09:39.880,,,0,12,88721.77
72,enjoy msg 2 label,enjoy_msg_2_label,info,start,26-10-14 19:09:40.082,complete,26-10-14 19:09:42.933,2,12,0.20
72,EnjoyAbout,About Enjoyable Moments,info,start,26-10-14 19:09:43.483,,,0,12,0.55
72,EnjoyAbout,About Enjoyable Moments,info,start,26-10-14 19:09:43.682,complete,26-10-14 19:09:45.116,2,12,0.20
72,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,26-10-14 19:09:45.175,execute_function,26-10-14 19:09:56.136,11,12,0.06
72,EnjoyRate,Enjoyable Moments Rate,survey,start,26-10-14 19:09:57.952,complete,26-10-14 19:09:59.910,2,12,1.82
72,ToolUnlockAlert,Tool Unlocked,info,start,26-10-14 19:10:00.060,,,0,12,0.15
72,connect msg 1 label,connect_msg_1_label,info,start,14-11-14 18:02:45.427,,,0,13,1637565.37
72,connect msg 4 label,connect_msg_4_label,info,start,14-11-14 18:02:46.120,complete,14-11-14 18:02:48.663,2,13,0.69
72,CWOAbout,About Connect With Others,info,start,14-11-14 18:02:49.060,,,0,13,0.40
72,CWOAbout,About Connect With Others,info,start,14-11-14 18:02:49.190,complete,14-11-14 18:02:51.557,2,13,0.13
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,14-11-14 18:02:51.594,execute_function,14-11-14 18:02:55.007,4,13,0.04
72,CWOPlanner,Your Plans,planner,start,14-11-14 18:02:56.724,complete,14-11-14 18:03:22.363,26,13,1.72
72,CWORate,Connect With Others Rate,survey,start,14-11-14 18:03:22.500,complete,14-11-14 18:03:24.431,2,13,0.14
72,ToolUnlockAlert,Tool Unlocked,info,start,14-11-14 18:03:24.570,,,0,13,0.14
72,connect msg 1 label,connect_msg_1_label,info,start,19-11-14 18:20:20.150,,,0,14,433015.58
72,connect msg 5 label,connect_msg_5_label,info,start,19-11-14 18:20:20.562,complete,19-11-14 18:20:22.836,2,14,0.41
72,CWOAbout,About Connect With Others,info,start,19-11-14 18:20:23.232,,,0,14,0.40
72,CWOAbout,About Connect With Others,info,start,19-11-14 18:20:23.372,complete,19-11-14 18:20:24.937,1,14,0.14
72,CWOPlanReview,Connect With Others Plans Review,planner review,start,19-11-14 18:20:24.973,execute_function,19-11-14 18:20:26.937,2,14,0.04
72,CWORate,Connect With Others Rate,survey,start,19-11-14 18:20:28.342,complete,19-11-14 18:20:30.124,2,14,1.40
72,ToolUnlockAlert,Tool Unlocked,info,start,19-11-14 18:20:30.278,,,0,14,0.15
72,enjoy msg 1 label,enjoy_msg_1_label,info,start,21-11-14 03:33:39.666,,,0,15,119589.39
72,enjoy msg 3 label,enjoy_msg_3_label,info,start,21-11-14 03:33:39.998,complete,21-11-14 03:33:42.165,3,15,0.33
72,EnjoyAbout,About Enjoyable Moments,info,start,21-11-14 03:33:42.658,,,0,15,0.49
72,EnjoyAbout,About Enjoyable Moments,info,start,21-11-14 03:33:42.818,complete,21-11-14 03:33:44.833,2,15,0.16
72,EnjoyPlanReview,Enjoyable Moments Plans Review,planner review,start,21-11-14 03:33:44.880,execute_function,21-11-14 03:33:52.416,8,15,0.05
72,EnjoyRate,Enjoyable Moments Rate,survey,start,21-11-14 03:33:53.998,complete,21-11-14 03:33:55.612,2,15,1.58
72,ToolUnlockAlert,Tool Unlocked,info,start,21-11-14 03:33:55.758,,,0,15,0.15
72,connect msg 1 label,connect_msg_1_label,info,start,22-11-14 04:30:36.474,,,0,16,89800.72
